number_in_quran	sura_no	aya_no	text
2527	21	44	﴿بَلْ مَتَّعْنا هَؤُلاءِ وآباءَهُمْ﴾ بِما أنْعَمْنا عَلَيْهِمْ ﴿حَتّى طالَ عَلَيْهِمْ العُمُر﴾ فاغْتَرُّوا بِذَلِكَ ﴿أفَلا يَرَوْنَ أنّا نَأْتِي الأَرْض﴾ نَقْصِد أرْضهمْ ﴿نَنْقُصها مِن أطْرافها﴾ بِالفَتْحِ عَلى النَّبِيّ ﴿أفَهُمْ الغالِبُونَ﴾ لا بَلْ النَّبِيّ وأَصْحابه
2528	21	45	﴿قُلْ﴾ لَهُمْ ﴿إنّما أُنْذِرُكُمْ بِالوَحْيِ﴾ مِن اللَّه لا مِن قِبَل نَفْسِي ﴿ولا يَسْمَع الصُّمّ الدُّعاء إذا﴾ بِتَحْقِيقِ الهَمْزَتَيْنِ وتَسْهِيل الثّانِيَة بَيْنها وبَيْن الياء ﴿ما يُنْذَرُونَ﴾ هُمْ لِتَرْكِهِمْ العَمَل بِما سَمِعُوهُ مِن الإنْذار كالصُّمِّ
2529	21	46	﴿ولَئِنْ مَسَّتْهُمْ نَفْحَة﴾ وقْعَة خَفِيفَة ﴿مِن عَذاب رَبّك لَيَقُولُنَّ يا﴾ لِلتَّنْبِيهِ ﴿ويْلنا﴾ هَلاكنا ﴿إنّا كُنّا ظالِمِينَ﴾ بِالإشْراكِ وتَكْذِيب مُحَمَّد
2530	21	47	﴿ونَضَع المَوازِين القِسْط﴾ ذَوات العَدْل ﴿لِيَوْمِ القِيامَة﴾ أيْ فِيهِ ﴿فَلا تُظْلَم نَفْس شَيْئًا﴾ مِن نَقْص حَسَنَة أوْ زِيادَة سَيِّئَة ﴿وإنْ كانَ﴾ العَمَل ﴿مِثْقال﴾ زِنَة ﴿حَبَّة مِن خَرْدَل أتَيْنا بِها﴾ بِمَوْزُونِها ﴿وكَفى بِنا حاسِبِينَ﴾ مُحْصِينَ كُلّ شَيْء
2531	21	48	﴿ولَقَدْ آتَيْنا مُوسى وهارُون الفُرْقان﴾ أيْ التَّوْراة الفارِقَة بَيْن الحَقّ والباطِل والحَلال والحَرام ﴿وضِياء﴾ بِها ﴿وذِكْرًا﴾ عِظَة بِها
2532	21	49	﴿الَّذِينَ يَخْشَوْنَ رَبّهمْ بِالغَيْبِ﴾ عَنْ النّاس أيْ فِي الخَلاء عَنْهُمْ ﴿وهُمْ مِن السّاعَة﴾ أيْ أهْوالها ﴿مُشْفِقُونَ﴾ خائِفُونَ
2533	21	50	﴿وهَذا﴾ أيْ القُرْآن ﴿ذِكْر مُبارَك أنْزَلْناهُ أفَأَنْتُمْ لَهُ مُنْكِرُونَ﴾ الِاسْتِفْهام فِيهِ لِلتَّوْبِيخِ
2534	21	51	﴿ولَقَدْ آتَيْنا إبْراهِيم رُشْده مِن قَبْل﴾ أيْ هَداهُ قَبْل بُلُوغه ﴿وكُنّا بِهِ عالِمِينَ﴾ بِأَنَّهُ أهْل لِذَلِكَ
2535	21	52	﴿إذْ قالَ لِأَبِيهِ وقَوْمه ما هَذِهِ التَّماثِيل﴾ الأَصْنام ﴿الَّتِي أنْتُمْ لَها عاكِفُونَ﴾ أيْ عَلى عِبادَتها مُقِيمُونَ
2536	21	53	﴿قالُوا وجَدْنا آباءَنا لَها عابِدِينَ﴾ فاقْتَدَيْنا بِهِمْ
2537	21	54	﴿قالَ﴾ لَهُمْ ﴿لَقَدْ كُنْتُمْ أنْتُمْ وآباؤُكُمْ﴾ بِعِبادَتِها ﴿فِي ضَلال مُبِين﴾ بَيِّن
2538	21	55	﴿قالُوا أجِئْتنا بِالحَقِّ﴾ فِي قَوْلك هَذا ﴿أمْ أنْتَ مِن اللّاعِبِينَ﴾ فِيهِ
2539	21	56	﴿قالَ بَلْ رَبّكُمْ﴾ المُسْتَحِقّ لِلْعِبادَةِ ﴿رَبّ﴾ مالِك ﴿السَّماوات والأَرْض الَّذِي فَطَرَهُنَّ﴾ خَلَقَهُنَّ عَلى غَيْر مِثال سَبَقَ ﴿وأَنا عَلى ذَلِكُمْ﴾ الَّذِي قُلْته ﴿مِن الشّاهِدِينَ﴾ بِهِ
2540	21	57	
2541	21	58	﴿فَجَعَلَهُمْ﴾ بَعْد ذَهابهمْ إلى مُجْتَمَعهمْ فِي يَوْم عِيد لَهُمْ ﴿جُذاذًا﴾ بِضَمِّ الجِيم وكَسْرها: فُتاتًا بِفَأْسٍ ﴿إلّا كَبِيرًا لَهُمْ﴾ عَلَّقَ الفَأْس فِي عُنُقه ﴿لَعَلَّهُمْ إلَيْهِ﴾ أيْ إلى الكَبِير ﴿يَرْجِعُونَ﴾ فَيَرَوْنَ ما فَعَلَ بِغَيْرِهِ
2542	21	59	﴿قالُوا﴾ بَعْد رُجُوعهمْ ورُؤْيَتهمْ ما فَعَلَ ﴿مَن فَعَلَ هَذا بِآلِهَتِنا إنّهُ لَمِن الظّالِمِينَ﴾ فِيهِ
2543	21	60	﴿قالُوا﴾ أيْ بَعْضهمْ لِبَعْضٍ ﴿سَمِعْنا فَتًى يَذْكُرهُمْ﴾ أيْ يَعِيبهُمْ
2544	21	61	﴿قالُوا فَأْتُوا بِهِ عَلى أعْيُن النّاس﴾ أيْ ظاهِرًا ﴿لَعَلَّهُمْ يَشْهَدُونَ﴾ عَلَيْهِ أنَّهُ الفاعِل
2545	21	62	﴿قالُوا﴾ لَهُ بَعْد إتْيانه ﴿أأَنْتَ﴾ بِتَحْقِيقِ الهَمْزَتَيْنِ وإبْدال الثّانِيَة ألِفًا وتَسْهِيلها وإدْخال ألِف بَيْن المُسَهَّلَة والأُخْرى وتَرْكه
2546	21	63	﴿قالَ﴾ ساكِتًا عَنْ فِعْله ﴿بَلْ فَعَلَهُ كَبِيرهمْ هَذا فاسْأَلُوهُمْ﴾ عَنْ فاعِله ﴿إنْ كانُوا يَنْطِقُونَ﴾ فِيهِ تَقْدِيم جَواب الشَّرْط وفِيما قَبْله تَعْرِيض لَهُمْ بِأَنَّ الصَّنَم المَعْلُوم عَجْزه عَنْ الفِعْل لا يَكُون إلَهًا
2547	21	64	﴿فَرَجَعُوا إلى أنْفُسهمْ﴾ بِالتَّفَكُّرِ ﴿فَقالُوا﴾ لِأَنْفُسِهِمْ ﴿إنّكُمْ أنْتُمْ الظّالِمُونَ﴾ بِعِبادَتِكُمْ مَن لا يَنْطِق
2548	21	65	﴿ثُمَّ نُكِسُوا﴾ مِن اللَّه ﴿عَلى رُءُوسهمْ﴾ أيْ رُدُّوا إلى كُفْرهمْ وقالُوا واللَّه ﴿لَقَدْ عَلِمْت ما هَؤُلاءِ يَنْطِقُونَ﴾ أيْ فَكَيْفَ تَأْمُرنا بِسُؤالِهِمْ
2549	21	66	﴿قالَ أفَتَعْبُدُونَ مِن دُون اللَّه﴾ أيْ بَدَله ﴿ما لا يَنْفَعكُمْ شَيْئًا﴾ مِن رِزْق وغَيْره ﴿ولا يَضُرّكُمْ﴾ شَيْئًا إذًا لَمْ تَعْبُدُوهُ
2550	21	67	﴿أُفٍّ﴾ بِكَسْرِ الفاءِ وفَتْحها بِمَعْنى مَصْدَر أيْ نَتْنًا وقُبْحًا ﴿لَكُمْ ولِما تَعْبُدُونَ مِن دُون اللَّه﴾ أيْ غَيْره ﴿أفَلا تَعْقِلُونَ﴾ أنَّ هَذِهِ الأَصْنام لا تَسْتَحِقّ العِبادَة ولا تَصْلُح لَها وإنَّما يَسْتَحِقّها اللَّه تَعالى
2551	21	68	﴿قالُوا حَرِّقُوهُ﴾ أيْ إبْراهِيم ﴿وانْصُرُوا آلِهَتكُمْ﴾ أيْ بِتَحْرِيقِهِ ﴿إنْ كُنْتُمْ فاعِلِينَ﴾ نُصْرَتها فَجَمَعُوا لَهُ الحَطَب الكَثِير وأَضْرَمُوا النّار فِي جَمِيعه وأَوْثَقُوا إبْراهِيم وجَعَلُوهُ فِي مَنجَنِيق ورَمَوْهُ فِي النّار
2552	21	69	﴿قُلْنا يا نار كُونِي بَرْدًا وسَلامًا عَلى إبْراهِيم﴾ فَلَمْ تُحْرِقْ مِنهُ غَيْر وثاقه وذَهَبَتْ حَرارَتها وبَقِيَتْ إضاءَتها وبِقَوْلِهِ وسَلامًا سَلِمَ مِن المَوْت بِبَرْدِها
2553	21	70	﴿وأَرادُوا بِهِ كَيْدًا﴾ وهُوَ التَّحْرِيق ﴿فَجَعَلْناهُمْ الأَخْسَرِينَ﴾ فِي مُرادهمْ
2554	21	71	﴿ونَجَّيْناهُ ولُوطًا﴾ ابْن أخِيهِ هاران مِن العِراق ﴿إلى الأَرْض الَّتِي بارَكْنا فِيها لِلْعالَمِينَ﴾ بِكَثْرَةِ الأَنْهار والأَشْجار وهِيَ الشّام نَزَلَ إبْراهِيم بِفِلَسْطِين ولُوط بِالمُؤْتَفِكَةِ وبَيْنهما يَوْم
2555	21	72	﴿ووَهَبْنا لَهُ﴾ أيْ لِإبْراهِيم وكانَ سَأَلَ ولَدًا كَما ذُكِرَ فِي الصّافّات ﴿إسْحاق ويَعْقُوب نافِلَة﴾ أيْ زِيادَة عَلى المَسْئُول أوْ هُوَ ولَد الوَلَد ﴿وكُلًّا﴾ أيْ هُوَ ووَلَداهُ ﴿جَعَلْنا صالِحِينَ﴾ أنْبِياء
2556	21	73	﴿وجَعَلْناهُمْ أئِمَّة﴾ بِتَحْقِيقِ الهَمْزَتَيْنِ وإبْدال الثّانِيَة ياء يُقْتَدى بِهِمْ فِي الخَيْر ﴿يَهْدُونَ﴾ النّاس" ﴿﴾ "بِأَمْرِنا" ﴿إلى دِيننا﴾ "وأَوْحَيْنا إلَيْهِمْ فِعْل الخَيْرات وإقامَة الصَّلاة وإيتاء الزَّكاة" ﴿أيْ أنْ تُفْعَل وتُقام وتُؤْتى مِنهُمْ ومِن أتْباعهمْ وحُذِفَ هاء إقامَة تَخْفِيف﴾
2557	21	74	﴿ولُوطًا آتَيْناهُ حُكْمًا﴾ فَصْلًا بَيْن الخُصُوم ﴿وعِلْمًا ونَجَّيْناهُ مِن القَرْيَة الَّتِي كانَتْ تَعْمَل﴾ أيْ أهْلها الأَعْمال ﴿الخَبائِث﴾ مِن اللِّواط والرَّمْي بِالبُنْدُقِ واللَّعِب بِالطُّيُورِ وغَيْر ذَلِكَ ﴿إنّهُمْ كانُوا قَوْم سَوْء﴾ مَصْدَر ساءَهُ نَقِيض سَرَّهُ
2558	21	75	﴿وأَدْخَلْناهُ فِي رَحْمَتنا﴾ بِأَنْ أنْجَيْناهُ مِن قَوْمه
2559	21	76	﴿و﴾ اُذْكُرْ ﴿نُوحًا﴾ وما بَعْده بَدَل مِنهُ ﴿إذْ نادى﴾ دَعا عَلى قَوْمه بِقَوْلِهِ ﴿رَبّ لا تَذَر﴾ إلَخْ ﴿مِن قَبْل﴾ أيْ قَبْل إبْراهِيم ولُوط ﴿فاسْتَجَبْنا لَهُ فَنَجَّيْناهُ وأَهْلَهُ﴾ الَّذِينَ فِي سَفِينَته ﴿مِن الكَرْب العَظِيم﴾ أيْ الغَرَق وتَكْذِيب قَوْمه لَهُ
2560	21	77	﴿ونَصَرْناهُ﴾ مَنَعْناهُ ﴿مِن القَوْم الَّذِينَ كَذَّبُوا بِآياتِنا﴾ الدّالَّة عَلى رِسالَته أنْ لا يَصِلُوا إلَيْهِ بِسُوءٍ
2561	21	78	﴿و﴾ اذْكُر ﴿داوُد وسُلَيْمان﴾ أيْ قِصَّتهما ويُبْدَل مِنهُما ﴿إذْ يَحْكُمانِ فِي الحَرْث﴾ هُوَ زَرْع أوْ كَرْم ﴿إذْ نَفَشَتْ فِيهِ غَنَم القَوْم﴾ أيْ رَعَتْهُ لَيْلًا بِلا راعٍ بِأَنْ انْفَلَتَتْ ﴿وكُنّا لِحُكْمِهِمْ شاهِدِينَ﴾ فِيهِ اسْتِعْمال ضَمِير الجَمْع لِاثْنَيْنِ قالَ داوُد: لِصاحِبِ الحَرْث رِقاب الغَنَم وقالَ سُلَيْمان: يَنْتَفِع بِدَرِّها ونَسْلها وصُوفها إلى أنْ يَعُود الحَرْث كَما كانَ بِإصْلاحِ صاحِبِها فَيَرُدّها إلَيْهِ
2562	21	79	﴿فَفَهَّمْناها﴾ أيْ الحُكُومَة ﴿سُلَيْمان﴾ وحُكْمهما بِاجْتِهادٍ ورَجَعَ داوُد إلى سُلَيْمان وقِيلَ بِوَحْيٍ والثّانِي ناسِخ لِلْأَوَّلِ ﴿وكُلًّا﴾ مِنهُما ﴿آتَيْنا﴾ ءاتَيْناهُ ﴿حُكْمًا﴾ نُبُوَّة ﴿وعِلْمًا﴾ بِأُمُورِ الدِّين ﴿وسَخَّرْنا مَعَ داوُد الجِبال يُسَبِّحْنَ والطَّيْر﴾ كَذَلِكَ سُخِّرا لِلتَّسْبِيحِ مَعَهُ لِأَمْرِهِ بِهِ إذا وجَدَ فَتْرَة لِيَنْشَط لَهُ ﴿وكُنّا فاعِلِينَ﴾ تَسْخِير تَسْبِيحهما مَعَهُ وإنْ كانَ عَجَبًا عِنْدكُمْ: أيْ مُجاوَبَته لِلسَّيِّدِ داوُد
2563	21	80	﴿وعَلَّمْناهُ صَنْعَة لَبُوس﴾ وهِيَ الدِّرْع لِأَنَّها تُلْبَس وهُوَ أوَّل مَن صَنَعَها وكانَ قَبْلها صَفائِح ﴿لَكُمْ﴾ فِي جُمْلَة النّاس ﴿لِتُحْصِنكُمْ﴾ بِالنُّونِ لِلَّهِ وبِالتَّحْتانِيَّة لِداوُد وبِالفَوْقانِيَّةِ لِلَّبُوسِ ﴿مِن بَأْسكُمْ﴾ حَرْبكُمْ مَعَ أعْدائِكُمْ ﴿فَهَلْ أنْتُمْ﴾ يا أهْل مَكَّة ﴿شاكِرُونَ﴾ نِعَمِي بِتَصْدِيقِ الرَّسُول: أيْ اُشْكُرُونِي بِذَلِكَ
2564	21	81	﴿و﴾ ﴿لِسُلَيْمان الرِّيح عاصِفَة﴾ وفِي آيَة أُخْرى رَخاء أيْ شَدِيدَة الهُبُوب وخَفِيفَته حَسَب إرادَته ﴿تَجْرِي بِأَمْرِهِ إلى الأَرْض الَّتِي بارَكْنا فِيها﴾ وهِيَ الشّام ﴿وكُنّا بِكُلِّ شَيْء عالِمِينَ﴾ مِن ذَلِكَ عَلِمَ اللَّه تَعالى بِأَنَّ ما يُعْطِيهِ سُلَيْمان يَدْعُوهُ إلى الخُضُوع لِرَبِّهِ فَفَعَلَهُ تَعالى عَلى مُقْتَضى عِلْمه
2565	21	82	﴿و﴾ ﴿مِن الشَّياطِين مَن يَغُوصُونَ لَهُ﴾ يَدْخُلُونَ فِي البَحْر فَيُخْرِجُونَ مِنهُ الجَواهِر لِسُلَيْمان ﴿ويَعْمَلُونَ عَمَلًا دُون ذَلِكَ﴾ أيْ سِوى الغَوْص مِن البِناء وغَيْره ﴿وكُنّا لَهُمْ حافِظِينَ﴾ مِن أنْ يُفْسِدُوا ما عَمِلُوا لِأَنَّهُمْ كانُوا إذا فَرَغُوا مِن عَمَل قَبْل اللَّيْل أفْسَدُوهُ إنْ لَمْ يَشْتَغِلُوا بِغَيْرِهِ
2566	21	83	﴿و﴾ اُذْكُرْ ﴿أيُّوب﴾ ويُبْدَل مِنهُ ﴿إذْ نادى رَبّه﴾ لَمّا اُبْتُلِيَ بِفَقْدِ جَمِيع ماله ووَلَده وتَمْزِيق جَسَده وهَجْر جَمِيع النّاس لَهُ إلّا زَوْجَته سِنِينَ ثَلاثًا أوْ سَبْعًا أوْ ثَمانِيَ عَشْرَة وضِيق عَيْشه ﴿أنِّي﴾ بِفَتْحِ الهَمْزَة بِتَقْدِيرِ الياء ﴿مَسَّنِيَ الضُّرّ﴾ أيْ الشِّدَّة
2567	21	84	﴿فاسْتَجَبْنا لَهُ﴾ نِداءَهُ ﴿فَكَشَفْنا ما بِهِ مِن ضُرّ وآتَيْناهُ أهْله﴾ أوْلاده الذُّكُور والإناث بِأَنْ أُحْيُوا لَهُ وكُلّ مِن الصِّنْفَيْنِ ثَلاث أوْ سَبْع ﴿ومِثْلهمْ مَعَهُمْ﴾ مِن زَوْجَته وزِيدَ فِي شَبابها وكانَ لَهُ أنْدَر لِلْقَمْحِ وأَنْدَر لِلشَّعِيرِ فَبَعَثَ اللَّه سَحابَتَيْنِ أفْرَغَتْ إحْداهُما عَلى أنْدَر القَمْح الذَّهَب وأَفْرَغَتْ الأُخْرى عَلى أنْدَر الشَّعِير الوَرِق حَتّى فاضَ ﴿رَحْمَة﴾ مَفْعُول لَهُ ﴿مِن عِنْدنا﴾ صِفَة ﴿وذِكْرى لِلْعابِدِينَ﴾ لِيَصْبِرُوا فَيُثابُوا
2568	21	85	﴿وإسْماعِيل وإدْرِيس وذا الكِفْل كُلّ مِن الصّابِرِينَ﴾ عَلى طاعَة اللَّه وعَنْ مَعاصِيه
2569	21	86	﴿وأَدْخَلْناهُمْ فِي رَحْمَتنا﴾ مِن النُّبُوَّة ﴿إنّهُمْ مِن الصّالِحِينَ﴾ لَها وسُمِّيَ ذا الكِفْل لِأَنَّهُ تَكَفَّلَ بِصِيامِ جَمِيع نَهاره وقِيام جَمِيع لَيْله وأَنْ يَقْضِيَ بَيْن النّاس ولا يَغْضَب فَوَفّى بِذَلِكَ وقِيلَ لَمْ يَكُنْ نَبِيًّا
2570	21	87	﴿و﴾ اُذْكُرْ ﴿ذا النُّون﴾ صاحِب الحُوت وهُوَ يُونُس بْن مَتّى ويُبْدَل مِنهُ ﴿إذْ ذَهَبَ مُغاضِبًا﴾ لِقَوْمِهِ أيْ غَضْبان عَلَيْهِمْ مِمّا قاسى مِنهُمْ ولَمْ يُؤْذَن لَهُ فِي ذَلِكَ ﴿فَظَنَّ أنْ لَنْ نَقْدِر عَلَيْهِ﴾ أيْ نَقْضِي عَلَيْهِ بِما قَضَيْناهُ مِن حَبْسه فِي بَطْن الحُوت أوْ نُضَيِّق عَلَيْهِ بِذَلِكَ ﴿فَنادى فِي الظُّلُمات﴾ ظُلْمَة اللَّيْل وظُلْمَة البَحْر وظُلْمَة بَطْن الحُوت ﴿أنْ﴾ أيْ بِأَنْ ﴿لا إلَه إلّا أنْتَ سُبْحانك إنِّي كُنْت مِن الظّالِمِينَ﴾ فِي ذَهابِي مِن بَيْن قَوْمِي بِلا إذْنٍ.
2571	21	88	﴿فاسْتَجَبْنا لَهُ ونَجَّيْناهُ مِن الغَمّ﴾ بِتِلْكَ الكَلِمات ﴿وكَذَلِكَ﴾ كَما نَجَّيْناهُ ﴿نُنْجِي المُؤْمِنِينَ﴾ مِن كَرْبهمْ إذا اسْتَغاثُوا بِنا داعِينَ
